,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Sales_Ratio,EU_Sales_Ratio,JP_Sales_Ratio,Other_Sales_Ratio
9147,9293,NBA Jam,XB,2003.0,Sports,Desconocido,0.1,0.03,0.0,0.0,0.14,0.7142857142857143,0.21428571428571425,0.0,0.0
9148,9294,Shining Resonance,PS3,2014.0,Role-Playing,Desconocido,0.0,0.0,0.14,0.0,0.14,0.0,0.0,1.0,0.0
9149,9295,World Tour Soccer 2002,PS2,2001.0,Sports,Desconocido,0.07,0.05,0.0,0.02,0.14,0.5,0.35714285714285715,0.0,0.14285714285714285
9150,9296,Interactive Sampler Disc 6,PS,1997.0,Misc,Desconocido,0.08,0.05,0.0,0.01,0.14,0.5714285714285714,0.35714285714285715,0.0,0.07142857142857142
9151,9297,Let's Play Ballerina,DS,2010.0,Sports,Desconocido,0.13,0.0,0.0,0.01,0.14,0.9285714285714285,0.0,0.0,0.07142857142857142
9152,9298,Wild Earth: African Safari,Wii,2008.0,Simulation,Desconocido,0.11,0.02,0.0,0.01,0.14,0.7857142857142857,0.14285714285714285,0.0,0.07142857142857142
9153,9299,Apex,XB,2003.0,Racing,Desconocido,0.1,0.03,0.0,0.0,0.14,0.7142857142857143,0.21428571428571425,0.0,0.0
9154,9300,Kamen Rider Battle: Ganbaride,DS,2010.0,Strategy,Desconocido,0.0,0.0,0.14,0.0,0.14,0.0,0.0,1.0,0.0
9155,9301,Tomb Raider: The Prophecy,GBA,2002.0,Action,Desconocido,0.1,0.04,0.0,0.0,0.14,0.7142857142857143,0.2857142857142857,0.0,0.0
9156,9302,Vampire Night,PS2,2001.0,Shooter,Desconocido,0.07,0.05,0.0,0.02,0.14,0.5,0.35714285714285715,0.0,0.14285714285714285
9157,9303,Kororinpa: Marble Mania,Wii,2006.0,Puzzle,Desconocido,0.08,0.02,0.03,0.01,0.14,0.5714285714285714,0.14285714285714285,0.21428571428571425,0.07142857142857142
9158,9304,Open Season,DS,2006.0,Platform,Desconocido,0.12,0.0,0.0,0.01,0.14,0.857142857142857,0.0,0.0,0.07142857142857142
9159,9305,Guilty Gear,PS,1998.0,Fighting,Desconocido,0.03,0.02,0.07,0.01,0.14,0.21428571428571425,0.14285714285714285,0.5,0.07142857142857142
9160,9306,Battlefield: Hardline,PC,2015.0,Shooter,Desconocido,0.0,0.13,0.0,0.01,0.14,0.0,0.9285714285714285,0.0,0.07142857142857142
9161,9307,Game Party: Champions,WiiU,2012.0,Action,Desconocido,0.09,0.03,0.0,0.01,0.14,0.6428571428571428,0.21428571428571425,0.0,0.07142857142857142
9162,9308,Divinity II: The Dragon Knight Saga,X360,2010.0,Role-Playing,Desconocido,0.11,0.02,0.0,0.01,0.14,0.7857142857142857,0.14285714285714285,0.0,0.07142857142857142
9163,9309,World Championship Poker 2: Featuring Howard Lederer,PSP,2005.0,Misc,Desconocido,0.12,0.0,0.0,0.01,0.14,0.857142857142857,0.0,0.0,0.07142857142857142
9164,9310,Mary-Kate and Ashley: Crush Course,PS,2001.0,Action,Desconocido,0.08,0.05,0.0,0.01,0.14,0.5714285714285714,0.35714285714285715,0.0,0.07142857142857142
9165,9311,NHL Breakaway 98,PS,1996.0,Sports,Desconocido,0.08,0.05,0.0,0.01,0.14,0.5714285714285714,0.35714285714285715,0.0,0.07142857142857142
9166,9313,Top Shot Arcade,Wii,2011.0,Shooter,Desconocido,0.13,0.0,0.0,0.01,0.14,0.9285714285714285,0.0,0.0,0.07142857142857142
9167,9314,Imagine: Fashion Stylist,DS,2010.0,Simulation,Desconocido,0.13,0.0,0.0,0.01,0.14,0.9285714285714285,0.0,0.0,0.07142857142857142
9168,9315,Pro Evolution Soccer 2015,XOne,2014.0,Sports,Desconocido,0.02,0.1,0.0,0.01,0.14,0.14285714285714285,0.7142857142857143,0.0,0.07142857142857142
9169,9316,Red Orchestra 2: Heroes of Stalingrad,PC,2011.0,Shooter,Desconocido,0.04,0.07,0.0,0.02,0.14,0.2857142857142857,0.5,0.0,0.14285714285714285
9170,9317,Tiger Woods PGA Tour 2005,GC,2004.0,Sports,Desconocido,0.1,0.03,0.0,0.0,0.14,0.7142857142857143,0.21428571428571425,0.0,0.0
9171,9318,Deepak Chopra's Leela,Wii,2011.0,Misc,Desconocido,0.11,0.01,0.0,0.01,0.14,0.7857142857142857,0.07142857142857142,0.0,0.07142857142857142
9172,9319,Tom Clancy's Ghost Recon,Wii,2010.0,Shooter,Desconocido,0.11,0.01,0.0,0.01,0.14,0.7857142857142857,0.07142857142857142,0.0,0.07142857142857142
9173,9320,007: Quantum of Solace,DS,2008.0,Action,Desconocido,0.11,0.01,0.0,0.01,0.14,0.7857142857142857,0.07142857142857142,0.0,0.07142857142857142
9174,9321,Salt Lake 2002,PS2,2002.0,Sports,Desconocido,0.07,0.05,0.0,0.02,0.14,0.5,0.35714285714285715,0.0,0.14285714285714285
9175,9322,ESPN MLB Baseball,XB,2004.0,Sports,Desconocido,0.1,0.03,0.0,0.0,0.14,0.7142857142857143,0.21428571428571425,0.0,0.0
9176,9323,NCIS,Wii,2011.0,Adventure,Desconocido,0.08,0.04,0.0,0.01,0.14,0.5714285714285714,0.2857142857142857,0.0,0.07142857142857142
9177,9324,Little League World Series Baseball 2009,DS,2009.0,Sports,Desconocido,0.13,0.0,0.0,0.01,0.14,0.9285714285714285,0.0,0.0,0.07142857142857142
9178,9325,Gladius,XB,2003.0,Strategy,Desconocido,0.1,0.03,0.0,0.0,0.14,0.7142857142857143,0.21428571428571425,0.0,0.0
9179,9326,Legends of Wrestling,XB,2002.0,Fighting,Desconocido,0.1,0.03,0.0,0.0,0.14,0.7142857142857143,0.21428571428571425,0.0,0.0
9180,9327,Queen's Gate: Spiral Chaos,PSP,2011.0,Role-Playing,Desconocido,0.0,0.0,0.14,0.0,0.14,0.0,0.0,1.0,0.0
9181,9328,Nayuta no Kiseki,PSP,2012.0,Action,Desconocido,0.0,0.0,0.14,0.0,0.14,0.0,0.0,1.0,0.0
9182,9329,Back At The Barnyard: Slop Bucket Games,DS,2008.0,Sports,Desconocido,0.12,0.0,0.0,0.01,0.14,0.857142857142857,0.0,0.0,0.07142857142857142
9183,9330,Quick Yoga Training,DS,2008.0,Misc,Desconocido,0.13,0.0,0.0,0.01,0.14,0.9285714285714285,0.0,0.0,0.07142857142857142
9184,9331,Fashion Studio: Paris Collection,DS,2009.0,Misc,Desconocido,0.13,0.0,0.0,0.01,0.13,1.0,0.0,0.0,0.07692307692307693
9185,9332,Legendary,PS3,2008.0,Shooter,Desconocido,0.08,0.03,0.0,0.02,0.13,0.6153846153846154,0.23076923076923075,0.0,0.15384615384615385
9186,9333,Spy Hunter 2,XB,2003.0,Racing,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9187,9334,Peppa Pig: Fun and Games,Wii,2010.0,Misc,Desconocido,0.0,0.12,0.0,0.02,0.13,0.0,0.923076923076923,0.0,0.15384615384615385
9188,9335,Backyard Soccer,PS,2001.0,Sports,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9189,9336,Final Fantasy XI: Rise of the Zilart,PS2,2003.0,Role-Playing,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9190,9337,James Bond 007: Nightfire,GBA,2003.0,Shooter,Desconocido,0.1,0.04,0.0,0.0,0.13,0.7692307692307693,0.3076923076923077,0.0,0.0
9191,9338,Nobunaga no Yabou: Tendou,PS3,2010.0,Strategy,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9192,9339,Medalot 7,3DS,2012.0,Action,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9193,9340,Bio FREAKS,PS,1998.0,Action,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9194,9341,Castlevania Chronicles,PS,2001.0,Platform,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9195,9342,Suzumiya Haruhi no Tomadoi,PS2,2008.0,Adventure,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9196,9343,MLB Power Pros 2008,Wii,2008.0,Sports,Desconocido,0.12,0.0,0.01,0.01,0.13,0.923076923076923,0.0,0.07692307692307693,0.07692307692307693
9197,9344,NHL 2K8,X360,2007.0,Sports,Desconocido,0.11,0.01,0.0,0.01,0.13,0.8461538461538461,0.07692307692307693,0.0,0.07692307692307693
9198,9345,Dokapon Kingdom,Wii,2008.0,Role-Playing,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9199,9346,Bratz,GBA,2002.0,Platform,Desconocido,0.1,0.04,0.0,0.0,0.13,0.7692307692307693,0.3076923076923077,0.0,0.0
9200,9347,Go Play: Circus Star,Wii,2009.0,Action,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9201,9348,King Arthur,PS2,2004.0,Action,Desconocido,0.07,0.05,0.0,0.02,0.13,0.5384615384615385,0.38461538461538464,0.0,0.15384615384615385
9202,9349,Winter Stars,Wii,2011.0,Sports,Desconocido,0.06,0.07,0.0,0.01,0.13,0.4615384615384615,0.5384615384615385,0.0,0.07692307692307693
9203,9350,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005.0,Misc,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9204,9351,The Guy Game,PS2,2004.0,Misc,Desconocido,0.07,0.05,0.0,0.02,0.13,0.5384615384615385,0.38461538461538464,0.0,0.15384615384615385
9205,9352,Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,2006.0,Action,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9206,9353,Blade II,XB,2002.0,Action,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9207,9354,Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012.0,Role-Playing,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9208,9355,Baseball Advance,GBA,2002.0,Sports,Desconocido,0.1,0.04,0.0,0.0,0.13,0.7692307692307693,0.3076923076923077,0.0,0.0
9209,9356,Shonen Jump's One Piece: Grand Battle,PS2,2005.0,Fighting,Desconocido,0.07,0.05,0.0,0.02,0.13,0.5384615384615385,0.38461538461538464,0.0,0.15384615384615385
9210,9357,Retro Atari Classics,DS,2005.0,Misc,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9211,9358,NHL 2K9,PS3,2008.0,Sports,Desconocido,0.11,0.01,0.0,0.01,0.13,0.8461538461538461,0.07692307692307693,0.0,0.07692307692307693
9212,9359,Pro Yaky? Spirits 6,PS2,2009.0,Sports,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9213,9360,Freddi Fish: ABC under the sea,DS,2008.0,Misc,Desconocido,0.13,0.0,0.0,0.01,0.13,1.0,0.0,0.0,0.07692307692307693
9214,9361,Puzzle Kingdoms,DS,2009.0,Puzzle,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9215,9362,Shovel Knight,3DS,2015.0,Platform,Desconocido,0.07,0.04,0.01,0.01,0.13,0.5384615384615385,0.3076923076923077,0.07692307692307693,0.07692307692307693
9216,9363,Hyperdimension Idol Neptunia PP,PSV,2013.0,Misc,Desconocido,0.04,0.03,0.04,0.02,0.13,0.3076923076923077,0.23076923076923075,0.3076923076923077,0.15384615384615385
9217,9364,Paperboy / Rampage,GBA,2005.0,Misc,Desconocido,0.1,0.04,0.0,0.0,0.13,0.7692307692307693,0.3076923076923077,0.0,0.0
9218,9365,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,DS,2010.0,Role-Playing,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9219,9366,Ben 10 Galactic Racing,3DS,2011.0,Racing,Desconocido,0.07,0.06,0.0,0.01,0.13,0.5384615384615385,0.4615384615384615,0.0,0.07692307692307693
9220,9367,Sentou Kokka Air Land Battle,PS,1995.0,Strategy,Desconocido,0.0,0.0,0.13,0.01,0.13,0.0,0.0,1.0,0.07692307692307693
9221,9368,NTRA Breeders' Cup World Thoroughbred Championships,PS2,2005.0,Simulation,Desconocido,0.07,0.05,0.0,0.02,0.13,0.5384615384615385,0.38461538461538464,0.0,0.15384615384615385
9222,9369,Tak 2: The Staff of Dreams,XB,2004.0,Platform,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9223,9370,Hulk Hogan's Main Event,X360,2011.0,Fighting,Desconocido,0.1,0.02,0.0,0.01,0.13,0.7692307692307693,0.15384615384615385,0.0,0.07692307692307693
9224,9371,Transformers: Devastation,XOne,2015.0,Action,Desconocido,0.09,0.03,0.0,0.01,0.13,0.6923076923076923,0.23076923076923075,0.0,0.07692307692307693
9225,9372,Euro Truck Simulator 2,PC,2012.0,Action,Desconocido,0.0,0.12,0.0,0.02,0.13,0.0,0.923076923076923,0.0,0.15384615384615385
9226,9373,DmC: Devil May Cry,XOne,2015.0,Action,Desconocido,0.08,0.04,0.0,0.01,0.13,0.6153846153846154,0.3076923076923077,0.0,0.07692307692307693
9227,9374,WipeOut 3 The Game,WiiU,2012.0,Action,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9228,9375,Ys: The Ark of Napishtim,PS2,2005.0,Role-Playing,Desconocido,0.07,0.05,0.0,0.02,0.13,0.5384615384615385,0.38461538461538464,0.0,0.15384615384615385
9229,9376,Peter Jackson's King Kong: The Official Game of the Movie,DS,2005.0,Action,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9230,9377,Brain Assist,DS,2007.0,Misc,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9231,9378,Azure Dreams,PS,1997.0,Role-Playing,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9232,9379,Rumble Roses XX,X360,2006.0,Fighting,Desconocido,0.07,0.01,0.04,0.01,0.13,0.5384615384615385,0.07692307692307693,0.3076923076923077,0.07692307692307693
9233,9380,Space Camp,Wii,2009.0,Action,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9234,9381,SingStar Latino,PS2,2007.0,Misc,Desconocido,0.07,0.05,0.0,0.02,0.13,0.5384615384615385,0.38461538461538464,0.0,0.15384615384615385
9235,9382,Bakugan: Battle Trainer,DS,2010.0,Action,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9236,9383,Phantom Brave: We Meet Again,Wii,2009.0,Role-Playing,Desconocido,0.12,0.0,0.01,0.01,0.13,0.923076923076923,0.0,0.07692307692307693,0.07692307692307693
9237,9384,Monster Rancher DS,DS,2008.0,Role-Playing,Desconocido,0.08,0.0,0.05,0.01,0.13,0.6153846153846154,0.0,0.38461538461538464,0.07692307692307693
9238,9385,Kurt Warner's Arena Football Unleashed,PS,2000.0,Sports,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9239,9386,Suite PreCure: Melody Collection,DS,2011.0,Misc,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9240,9387,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008.0,Role-Playing,Desconocido,0.07,0.05,0.0,0.02,0.13,0.5384615384615385,0.38461538461538464,0.0,0.15384615384615385
9241,9388,NHL 2K9,PS2,2008.0,Sports,Desconocido,0.07,0.05,0.0,0.02,0.13,0.5384615384615385,0.38461538461538464,0.0,0.15384615384615385
9242,9389,Venetica,X360,2010.0,Role-Playing,Desconocido,0.09,0.03,0.0,0.01,0.13,0.6923076923076923,0.23076923076923075,0.0,0.07692307692307693
9243,9390,Disney's Kim Possible: Kimmunicator,DS,2005.0,Platform,Desconocido,0.11,0.01,0.0,0.01,0.13,0.8461538461538461,0.07692307692307693,0.0,0.07692307692307693
9244,9391,James Bond 007: Legends,WiiU,2012.0,Shooter,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9245,9392,Rogue Ops,XB,2003.0,Action,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9246,9393,NBA Hoopz,PS,2001.0,Sports,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9247,9395,Rugby 15,PS3,2015.0,Sports,Desconocido,0.02,0.09,0.0,0.02,0.13,0.15384615384615385,0.6923076923076923,0.0,0.15384615384615385
9248,9396,MLB 11: The Show,PS2,2011.0,Sports,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9249,9397,Castrol Honda Superbike Racing,PS,1998.0,Racing,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9250,9398,History Civil War: Secret Missions,X360,2008.0,Shooter,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9251,9399,Army Men: Green Rogue,PS2,2001.0,Action,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9252,9400,My Spanish Coach,PSP,2008.0,Misc,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9253,9401,Chessmaster,XB,2004.0,Misc,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9254,9402,Over the Hedge: Hammy Goes Nuts!,DS,2006.0,Platform,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9255,9403,Fatal Inertia,X360,2007.0,Racing,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9256,9404,Superman: The Man of Steel,XB,2002.0,Action,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9257,9405,Ken to Mahou to Gakuen Mono. 3,PSP,2010.0,Role-Playing,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9258,9406,Greg Hastings Paintball 2,Wii,2010.0,Shooter,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9259,9407,The Flintstones: Bedrock Bowling,PS,2000.0,Sports,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9260,9408,Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,2014.0,Adventure,Desconocido,0.08,0.04,0.0,0.01,0.13,0.6153846153846154,0.3076923076923077,0.0,0.07692307692307693
9261,9409,NHL 2003,GC,2002.0,Sports,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9262,9410,Chicken Run,PS,2000.0,Adventure,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9263,9411,Scene It? Bright Lights! Big Screen!,PS3,2009.0,Misc,Desconocido,0.1,0.01,0.0,0.01,0.13,0.7692307692307693,0.07692307692307693,0.0,0.07692307692307693
9264,9412,My Baby: First Steps,Wii,2009.0,Simulation,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9265,9413,Pro Baseball Spirits 2015,PSV,2015.0,Action,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9266,9414,Shining Force III,SAT,1997.0,Strategy,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9267,9415,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011.0,Sports,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9268,9416,Tales of the Heroes: Twin Brave,PSP,2012.0,Role-Playing,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9269,9417,WWE Survivor Series,GBA,2004.0,Fighting,Desconocido,0.09,0.04,0.0,0.0,0.13,0.6923076923076923,0.3076923076923077,0.0,0.0
9270,9418,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,DS,2006.0,Action,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9271,9419,Super Robot Wars BX,3DS,2015.0,Action,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9272,9420,Persona 4: Arena,X360,2012.0,Fighting,Desconocido,0.08,0.02,0.03,0.01,0.13,0.6153846153846154,0.15384615384615385,0.23076923076923075,0.07692307692307693
9273,9421,Tomb Raider: Legend,XB,2006.0,Action,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9274,9422,Nagano Winter Olympics '98,PS,1997.0,Sports,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9275,9423,Destroy All Humans! Path of the Furon,X360,2008.0,Action,Desconocido,0.08,0.04,0.0,0.01,0.13,0.6153846153846154,0.3076923076923077,0.0,0.07692307692307693
9276,9424,Winning Post 5,PS2,2001.0,Sports,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9277,9425,Star Wars: Lethal Alliance,PSP,2006.0,Action,Desconocido,0.11,0.01,0.0,0.01,0.13,0.8461538461538461,0.07692307692307693,0.0,0.07692307692307693
9278,9426,Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,2010.0,Adventure,Desconocido,0.08,0.04,0.0,0.01,0.13,0.6153846153846154,0.3076923076923077,0.0,0.07692307692307693
9279,9427,All Star Cheer Squad 2,Wii,2009.0,Sports,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9280,9428,Frogger Beyond,GC,2002.0,Platform,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9281,9429,RPG Maker II,PS2,2002.0,Role-Playing,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9282,9430,Resident Evil: Revelations 2,PSV,2015.0,Action,Desconocido,0.01,0.05,0.06,0.01,0.13,0.07692307692307693,0.38461538461538464,0.4615384615384615,0.07692307692307693
9283,9431,SpongeBob's Surf & Skate Roadtrip,DS,2011.0,Action,Desconocido,0.11,0.02,0.0,0.01,0.13,0.8461538461538461,0.15384615384615385,0.0,0.07692307692307693
9284,9432,Destruction Derby Arenas,PS2,2004.0,Racing,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9285,9433,Cabela's Dangerous Hunts 2009,X360,2008.0,Sports,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9286,9434,The Unholy War,PS,1998.0,Strategy,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9287,9435,Chuck E. Cheese's Game Room,DS,2010.0,Misc,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9288,9436,Wantame Music Channel: Doko Demo Style,DS,2007.0,Misc,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9289,9437,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005.0,Platform,Desconocido,0.09,0.03,0.0,0.0,0.13,0.6923076923076923,0.23076923076923075,0.0,0.0
9290,9438,Shaman King: Power of Spirit,PS2,2004.0,Adventure,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9291,9439,Eat Lead: The Return of Matt Hazard,PS3,2009.0,Shooter,Desconocido,0.09,0.02,0.0,0.01,0.13,0.6923076923076923,0.15384615384615385,0.0,0.07692307692307693
9292,9440,Attack on Titan (KOEI),PSV,2016.0,Action,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9293,9441,Soccer Tsuku DS: World Challenge 2010,DS,2010.0,Sports,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9294,9442,Family Fortunes,Wii,2009.0,Misc,Desconocido,0.0,0.12,0.0,0.01,0.13,0.0,0.923076923076923,0.0,0.07692307692307693
9295,9443,Megamind: The Blue Defender,PSP,2010.0,Adventure,Desconocido,0.08,0.03,0.0,0.02,0.13,0.6153846153846154,0.23076923076923075,0.0,0.15384615384615385
9296,9444,Contra III: The Alien Wars,SNES,1992.0,Shooter,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9297,9445,Dead to Rights: Reckoning,PSP,2005.0,Shooter,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9298,9446,The BIGS 2,PS3,2009.0,Sports,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9299,9447,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011.0,Role-Playing,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9300,9448,Amagami,PS2,2009.0,Adventure,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9301,9449,Diablo II,PC,2000.0,Role-Playing,Desconocido,0.01,0.09,0.0,0.02,0.13,0.07692307692307693,0.6923076923076923,0.0,0.15384615384615385
9302,9450,How to Train Your Dragon 2,PS3,2014.0,Adventure,Desconocido,0.03,0.08,0.0,0.02,0.13,0.23076923076923075,0.6153846153846154,0.0,0.15384615384615385
9303,9451,NBA 08,PS3,2007.0,Sports,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9304,9452,The Smurfs 2,X360,2013.0,Platform,Desconocido,0.03,0.09,0.0,0.01,0.13,0.23076923076923075,0.6923076923076923,0.0,0.07692307692307693
9305,9453,NeverDead,PS3,2012.0,Shooter,Desconocido,0.06,0.04,0.01,0.02,0.13,0.4615384615384615,0.3076923076923077,0.07692307692307693,0.15384615384615385
9306,9454,No Fear Downhill Mountain Biking,PS,1998.0,Sports,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9307,9455,Fire ProWrestling,GBA,2001.0,Fighting,Desconocido,0.09,0.03,0.0,0.0,0.13,0.6923076923076923,0.23076923076923075,0.0,0.0
9308,9456,Eternal Poison (JP sales),PS2,2008.0,Role-Playing,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9309,9457,Mission: Impossible - Operation Surma,XB,2003.0,Platform,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
